ID	VOT
26708048	4.18
26708049	4.18
26708136	0.0
26708191	12.15
26708411	11.61
26708512	15.43
26708522	10.01
26708674	14.87
26708723	8.82
26709014	1.61
26709058	17.28
26709109	0.66
26709226	35.34
26709425	6.3
26709636	7.03
26709678	8.19
26709854	7.1
26710107	0.0
26710150	10.49
26710172	8.32
26710173	8.32
26710268	14.01
26710753	10.92
26710754	10.92
26710845	11.05
26711141	11.18
26711160	9.0
26711161	9.0
26711192	0.12
26711193	0.12
26711230	5.87
26711231	5.87
26711496	4.77
26711598	5.84
26711621	10.26
26711684	0.74
26711746	11.65
26711887	5.72
26711888	5.72
26712052	8.05
26712087	8.12
26712207	22.79
26712217	33.59
26712534	36.14
26712571	26.02
26712590	13.75
26712591	18.23
26712757	8.15
26712913	10.95
26713250	12.64
26713512	38.39
26713531	4.07
26713711	2.93
26713806	26.21
26713807	26.21
26713810	26.21
26714140	11.95
26714237	14.01
26714416	16.2
26714572	19.33
26714583	6.88
26714769	8.02
26714836	5.21
26714905	9.34
26715020	4.66
26715039	9.06
26715744	11.14
26715826	20.11
26715835	15.48
26715946	10.23
26716014	17.26
26716067	5.93
26716146	5.06
26716215	5.84
26716368	1.65
26716528	7.34
26716642	7.68
26717016	10.72
26717208	14.2
26717223	10.39
26717688	8.53
26718348	9.72
26718361	8.62
26718362	15.74
26718933	6.38
26719075	9.11
26720475	17.7
26720505	24.68
26720754	3.13
26720900	5.83
26720903	0.44
26720904	0.44
26720977	7.39
26721327	2.5
26721987	5.19
26722870	11.06
26722871	11.06
26722961	12.24
26723429	8.11
26723779	8.82
26723780	10.77
26723852	5.65
26724513	20.61
26724517	4.73
26724607	7.29
26724718	6.86
26724981	1.17
26725100	10.54
26725247	6.06
26725530	6.16
26725593	3.08
26725746	0.66
26725833	0.37
26726020	2.06
26726021	1.91
26726683	29.88
26726977	22.48
26727305	6.3
26727309	4.17
26727612	14.22
26727769	0.0
26727796	12.0
26727797	8.41
26727890	1.57
26728070	9.14
26728071	6.61
26728072	9.14
26728073	6.61
26728074	9.14
26728305	9.83
26728456	0.24
26728561	9.92
26728647	13.71
26729005	7.09
26729049	13.98
26729307	2.89
26730888	18.62
26731631	12.08
26731632	12.08
26731743	8.39
26732569	6.51
26732570	6.51
26732679	16.11
26732740	12.65
26732852	8.05
26733462	0.22
26733464	2.81
26733465	2.81
26733691	36.14
26733976	8.17
26734160	9.15
26734450	4.52
26734699	16.38
26734700	8.62
26734990	9.02
26735372	4.48
26735862	0.37
26736112	4.65
26736115	4.65
26736116	13.0
26736267	4.68
26736654	1.61
26736947	2.45
26737085	9.78
26737443	1.68
26737664	5.07
26737752	4.69
26737836	22.01
26737927	8.77
26737928	26.09
26738199	13.17
26738200	13.17
26738201	13.17
26738349	5.98
26739019	7.51
26739021	3.44
26739264	9.26
26739277	12.33
26739638	2.94
26739740	13.59
26739834	10.36
26739865	6.69
26739874	16.66
26739964	4.65
26740041	16.68
26740178	8.22
26740222	8.47
26740244	13.29
26740279	15.85
26740288	2.74
26740552	8.67
26740553	8.67
26740609	7.42
26740861	13.29
26741045	4.79
26741089	8.11
26741133	43.78
26741134	39.93
26741453	14.27
26741466	10.02
26741534	1.51
26741537	1.51
26741621	0.0
26741825	6.07
26742411	8.42
26743280	4.07
26743685	14.18
26743927	3.9
26743959	11.25
26744253	12.92
26744254	12.92
26744304	3.98
26744305	4.4
26744502	35.11
26744967	10.3
26745091	6.07
26745109	2.86
26745311	16.89
26745512	8.24
26745523	28.27
26745695	2.99
26745696	8.17
26745968	1.02
26745969	1.02
26746094	6.99
26746241	5.55
26746242	5.55
26746411	11.43
26746462	20.69
26746463	20.69
26746486	0.0
26746487	7.87
26746546	10.32
26746547	10.32
26746555	0.0
26746556	0.0
26746557	0.0
26746699	4.43
26746700	4.43
26746764	6.33
26746796	15.14
26746881	3.18
26746882	3.18
26746883	12.27
26746890	7.57
26746956	12.64
26747118	7.14
26747405	8.1
26747406	10.99
26747407	8.1
26747606	8.71
26747607	8.71
26747608	8.71
26747621	9.59
26747783	16.47
26747881	11.69
26747892	39.29
26747949	15.04
26747984	5.79
26748033	0.0
26748035	9.2
26748080	5.06
26748145	13.64
26748181	7.24
26748310	16.82
26748353	10.01
26748496	21.23
26748507	27.78
26748508	27.78
26748510	4.9
26748600	11.87
26748623	13.9
26748625	13.9
26748733	8.12
26749038	19.91
26749073	4.89
26749103	1.26
26749239	2.95
26749277	2.47
26749463	21.51
26749464	19.29
26749484	2.41
26749736	4.86
26749815	9.98
26749823	10.3
26749859	0.0
26749860	0.12
26750082	1.77
26750314	4.43
26750337	20.69
26750338	16.08
26750350	15.49
26750410	19.06
26750578	19.27
26750590	11.55
26750620	21.59
26750653	0.0
26750739	13.78
26750796	15.7
26750797	15.7
26750922	11.2
26750978	3.69
26751043	13.14
26751124	34.38
26751574	0.0
26751825	7.08
26751826	15.04
26752139	8.24
26752273	20.03
26752656	8.3
26752657	13.64
26752688	8.19
26752895	10.19
26753067	4.69
26753241	5.28
26753629	3.9
26753641	6.47
26753991	9.59
26754025	17.04
26754026	17.04
26754582	1.7
26754663	15.6
26754871	0.57
26754898	5.38
26754953	1.05
26754954	6.4
26755092	12.97
26755093	11.61
26755622	7.71
26756348	7.01
26756349	6.07
26756350	7.01
26756351	6.07
26756656	12.72
26756681	16.59
26757044	33.09
26757045	33.09
26757088	9.28
26757089	13.92
26757156	14.11
26757343	6.43
26757344	9.95
26757688	18.06
26758257	11.76
26758261	19.44
26758312	2.8
26758437	25.18
26758487	27.16
26758488	6.75
26758781	4.55
26758924	15.79
26759047	5.96
26759529	0.36
26759696	9.47
26759725	6.99
26760170	8.26
26760266	14.08
26760304	16.49
26760396	5.55
26760447	7.86
26760553	7.2
26760712	4.76
26760720	15.68
26760952	13.27
26761121	25.54
26761270	3.16
26761700	11.54
26762082	8.46
26762134	6.65
26762303	7.22
26762375	7.0
26762474	6.89
26762476	6.89
26762563	17.7
26762748	17.14
26762749	17.14
26762905	12.27
26762931	5.95
26763148	14.74
26763149	14.74
26763574	24.17
26763649	13.53
26763650	13.53
26763736	11.15
26764350	17.71
26764520	8.53
26764533	0.0
26764606	15.14
26764918	5.9
26765068	7.4
26765267	9.59
26765268	9.59
26765269	9.59
26765273	9.59
26765304	1.44
26765399	2.38
26765553	0.25
26765606	9.46
26765742	0.39
26765747	0.39
26765843	3.02
26765964	12.47
26766290	5.79
26766291	5.79
26766305	2.31
26766454	9.93
26766841	6.05
26767473	4.83
26767489	1.37
26767891	11.52
26767923	10.56
26767924	20.56
26767938	4.9
26767940	4.9
26767990	6.96
26768173	11.87
26768338	7.2
26768526	10.83
26768583	0.26
26768648	6.22
26768742	3.58
26768855	8.68
26769048	33.15
26769049	21.7
26769145	2.65
26769191	17.22
26769409	7.99
26769488	2.65
26769645	12.62
26769646	12.62
26769647	19.32
26769971	7.91
26769973	4.42
26770319	0.0
26770364	5.51
26770716	6.55
26770765	4.0
26770766	17.36
26771027	7.78
26771028	7.78
26771129	11.99
26771163	1.22
26771211	10.44
26771237	10.78
26771285	2.6
26771339	22.17
26771523	35.55
26771647	6.97
26771799	4.37
26771946	35.52
26772027	1.77
26772028	29.4
26772185	4.45
26772282	3.99
26772894	19.27
26773295	9.16
26773308	9.16
26773480	8.22
26773614	17.62
26773616	17.62
26773832	7.84
26773851	9.57
26774501	24.38
26775717	7.78
26775854	2.47
26775954	16.47
26776058	3.71
26776335	0.0
26776369	8.2
26776381	14.12
26776734	9.61
26776884	17.62
26777358	4.61
26777359	4.54
26777361	9.99
26777390	0.0
26777603	1.28
26777779	1.01
26778133	17.16
26778309	14.61
26778390	6.16
26778690	16.11
26779096	5.0
26779545	19.73
26779546	5.41
26779676	15.58
26779753	19.65
26779874	11.03
26780069	10.32
26780251	10.38
26780252	18.3
26780377	12.22
26780397	9.34
26780531	9.77
26780681	14.32
26780967	8.26
26781590	5.81
26782214	26.35
26782289	8.48
26782308	5.52
26782694	11.35
26782731	18.31
26782775	6.96
26782802	6.51
26782869	16.25
26782874	8.66
26782876	7.56
26782881	29.51
26783117	10.38
26783194	11.94
26783195	11.94
26783294	3.73
26783295	3.73
26783336	2.99
26783395	10.87
26783428	5.96
26783459	5.22
26783478	3.83
26783630	4.86
26783717	8.94
26783776	26.7
26784026	62.88
26784195	14.26
26784217	11.52
26784367	9.45
26784567	11.14
26784934	12.25
26784981	9.06
26785204	35.55
26785205	35.55
26785334	3.61
26785455	25.45
26785687	11.38
26785816	3.69
26785994	4.12
26785995	4.12
26786159	13.46
26786249	11.03
26786253	2.45
26786406	4.48
26786407	4.48
26786409	5.36
26786410	5.36
26786524	6.31
26786829	19.72
26786850	0.18
26787072	7.51
26787150	13.35
26787166	15.51
26787167	14.22
26787754	16.88
26787755	16.88
26787883	15.86
26787954	17.06
26788037	26.12
26788093	17.22
26788099	26.48
26788232	12.74
26788238	1.8
26788291	16.05
26788610	8.12
26788862	4.19
26789103	16.14
26789391	13.03
26789575	6.48
26789576	6.48
26789577	6.34
26789616	3.78
26789642	6.55
26789891	19.24
26789998	24.91
26790127	9.13
26790176	7.53
26790583	11.48
26790584	0.0
26790781	6.37
26790858	8.61
26790957	15.33
26790958	15.33
26790985	25.75
26791434	4.91
26791438	11.8
26791441	6.57
26791485	11.0
26791805	8.08
26791806	12.09
26792048	7.04
26792878	26.35
26792880	26.35
26793058	5.52
26793155	12.33
26793468	42.04
26793520	8.77
26794121	12.53
26794594	13.22
26794602	13.22
26794906	18.74
26795404	10.49
26795573	4.29
26795596	6.75
26795740	0.0
26795952	22.69
26796083	9.52
26796173	9.68
26796552	17.02
26796644	7.87
26796645	23.55
26797005	9.31
26797019	2.26
26797096	5.44
26797384	3.48
26797448	6.12
26797479	18.16
26797736	6.17
26798130	11.91
26798164	2.33
26798246	7.05
26799279	15.65
26799710	1.09
26800101	1.28
26800125	27.55
26800715	4.89
26800722	22.68
26800723	22.68
26800742	8.59
26800743	12.0
26800744	11.15
26800923	4.63
26801993	4.7
26802015	9.42
26802379	13.36
26802417	9.53
26802646	2.59
26802704	4.78
26802825	9.96
26802983	9.38
26802984	4.28
26803041	13.18
26803118	36.23
26803144	18.03
26803283	4.05
26803345	2.03
26803429	5.69
26803497	8.19
26803696	27.21
26803907	16.09
26803908	12.96
26804115	2.0
26804243	18.94
26804649	4.78
26804727	0.0
26804728	0.0
26804789	11.06
26804900	26.85
26804901	26.85
26804999	1.36
26805028	12.47
26805253	5.65
26805270	18.73
26805322	2.68
26805461	3.66
26805898	13.88
26805985	12.18
26806064	0.0
26806150	34.31
26806220	8.76
26806372	10.87
26806608	8.97
26806990	18.41
26807745	18.82
26807836	9.54
26807842	2.03
26807844	16.88
26807879	10.61
26807984	4.17
26807985	4.17
26807987	4.17
26808126	14.19
26808389	1.33
26808740	14.07
26808742	14.07
26808788	6.43
26808789	6.43
26808914	1.78
26808940	14.53
26808958	26.48
26809327	1.8
26809386	9.7
26809509	13.78
26810196	2.54
26810244	14.41
26810960	12.75
26811584	10.43
26811922	2.14
26812226	13.03
26812228	13.03
26812602	3.78
26812631	2.93
26812837	2.03
26813289	11.31
26813395	11.4
26813471	12.53
26813607	4.65
26813757	4.77
26813814	8.07
26814198	13.4
26814400	20.95
26814681	14.0
26814692	12.77
26814834	3.19
26814940	0.0
26815291	10.31
26815369	1.52
26815767	0.99
26816163	4.06
26816314	5.13
26816319	1.96
26816334	5.55
26816531	14.06
26816579	9.75
26816673	14.87
26816695	0.12
26816972	8.5
26817637	9.44
26818167	6.34
26818285	15.0
26818753	9.86
26818757	9.86
26818814	3.39
26819271	16.07
26819357	12.18
26819414	8.82
26819540	8.2
26819584	2.82
26819628	0.0
26819629	0.0
26819781	15.8
26819850	11.68
26819948	7.4
26819993	8.64
26820005	9.48
26820172	9.21
26820183	35.34
26820227	5.05
26820474	3.68
26820496	6.19
26820590	9.78
26820591	9.78
26820838	5.66
26821027	6.81
26821110	5.62
26821207	6.92
26821860	6.75
26821949	11.63
26822301	12.31
26822359	11.39
26822360	1.81
26822395	13.92
26822463	14.29
26822492	14.7
26822649	14.33
26822658	7.41
26822666	2.55
26822777	11.18
26823114	14.08
26823193	4.04
26823291	0.66
26823467	0.58
26823499	1.61
26823506	22.37
26823596	7.59
26823795	18.17
26823811	8.6
26823828	8.12
26824246	5.54
26824345	2.83
26824364	14.04
26824537	11.93
26824677	12.42
26824773	5.81
26824956	5.91
26824984	10.41
26825005	4.75
26825481	6.42
26825673	2.68
26825675	3.45
26825676	3.45
26825711	10.95
26825712	10.95
26825796	16.75
26826132	15.06
26826197	9.07
26826229	5.98
26826340	8.44
26826613	9.89
26826618	12.9
26827131	4.7
26827215	5.16
26827225	6.81
26827324	4.81
26827335	28.33
26827353	6.64
26827367	13.88
26827371	0.87
26827484	0.24
26827691	9.71
26827792	2.71
26827898	13.93
26827936	9.79
26827989	21.85
26828137	7.22
26828512	3.6
26828729	16.67
26828803	1.29
26829132	9.72
26829136	15.59
26829152	6.48
26829180	5.21
26829324	5.03
26829364	9.54
26829416	11.39
26829417	11.39
26829467	18.84
26829524	11.21
26829636	0.0
26830126	9.58
26830127	22.79
26830230	0.52
26830540	7.76
26830693	5.19
26830780	12.45
26830843	17.07
26831047	12.75
26831495	14.89
26831629	4.25
26831630	4.25
26831669	6.19
26831764	2.96
26831767	2.96
26832658	7.03
26833261	2.13
26833263	2.13
26833431	23.09
26833798	7.18
26833888	23.72
26833926	4.02
26833934	4.63
26834320	5.55
26834536	0.2
26835064	10.36
26835267	4.66
26835393	9.15
26835436	21.54
26835484	3.66
26835662	5.74
26836403	10.88
26836500	1.78
26836584	8.31
26836718	15.28
26836797	10.24
26836836	19.64
26837050	2.82
26837192	2.87
26837321	1.16
26837335	7.4
26837439	11.22
26837595	4.04
26837788	11.2
26837820	0.66
26837897	10.26
26837898	10.26
26838129	6.67
26838257	11.65
26838265	4.41
26838341	4.09
26838681	9.83
26838902	6.79
26839451	0.0
26839452	2.12
26839662	7.89
26839855	26.3
26840050	10.75
26840918	19.38
26841034	8.9
26841086	2.07
26841100	9.2
26841165	8.2
26841256	8.15
26841762	6.81
26842284	4.67
26842390	26.77
26842684	20.28
26842742	3.88
26842995	11.61
26843308	5.83
26843357	13.31
26843420	10.16
26843584	22.69
26843800	10.56
26844181	9.98
26844240	3.54
26844301	21.2
26844362	29.84
26844364	19.17
26844676	3.66
26844734	8.4
26845064	3.2
26845264	0.0
26845472	2.6
26845564	10.08
26845789	5.0
26845860	10.16
26845977	19.33
26846138	12.81
26846245	7.22
26846747	10.35
26847666	16.02
26847821	14.63
26847880	0.0
26847999	1.85
26848000	11.14
26848327	9.03
26848599	0.49
26848898	6.12
26848976	16.52
26849850	4.93
26849876	7.08
26850444	4.69
26850596	13.3
26850599	13.53
26850601	13.53
26850715	19.67
26851811	3.96
26851848	4.18
26852176	6.03
26852177	6.03
26852179	6.03
26852241	20.03
26852398	6.82
26852839	0.0
26853243	4.34
26853436	9.05
26853482	10.7
26853614	15.05
26853811	11.05
26853877	6.73
26853894	10.17
26853993	3.83
26854184	10.39
26854943	3.47
26855588	12.82
26855720	9.46
26855816	8.52
26855899	1.6
26856284	12.24
26856472	10.62
26856500	0.37
26856935	11.65
26856987	3.5
26857701	9.2
26857828	6.95
26857866	42.32
26858022	7.01
26858186	10.93
26858507	4.11
26858661	7.57
26859170	7.27
26859171	7.27
26859238	4.52
26859299	11.22
26859315	19.24
26859423	21.6
26860140	8.97
26860238	0.37
26860369	8.7
26860541	15.61
26860678	1.02
26860689	12.99
26860793	35.11
26860937	11.74
26860938	11.74
26861089	10.75
26861246	8.68
26861279	10.3
26861583	11.12
26861813	14.05
26862197	11.74
26862284	6.28
26862285	6.28
26862290	1.68
26862291	17.11
26862384	15.12
26862385	13.18
26862551	15.22
26862629	12.01
26862784	6.87
26863191	28.4
26863284	31.16
26863299	7.09
26863353	8.1
26863552	22.93
26863553	22.93
26863554	22.93
26863643	2.16
26863856	46.72
26863862	9.48
26863938	14.18
26864364	16.82
26864366	16.82
26864383	5.48
26864403	35.11
26865066	16.73
26865151	19.09
26865152	19.09
26865153	19.09
26865465	0.54
26865467	7.01
26865468	7.01
26865469	0.54
26865641	30.54
26865671	11.23
26865828	15.92
26866205	9.27
26866419	21.59
26866444	0.0
26866808	3.39
26866812	19.61
26867076	3.14
26867114	0.0
26867117	2.99
26867150	3.8
26867175	11.4
26867364	25.83
26867514	12.2
26867543	10.23
26867606	7.08
26868247	11.47
26868946	3.84
26869034	16.74
26869035	16.74
26869317	0.37
26869319	15.37
26869320	15.37
26869321	15.37
26869467	1.85
26869673	5.67
26870334	8.58
26870712	14.5
26870778	9.04
26871234	9.62
26871246	5.49
26871367	0.93
26871562	0.37
26871659	19.64
26871712	1.85
26871867	33.09
26872141	11.2
26872269	9.8
26872404	15.83
26872460	15.72
26872570	2.37
26872860	9.55
26872965	5.93
26873023	2.88
26873046	7.64
26873230	5.64
26873290	0.93
26873448	11.67
26873615	0.0
26873653	1.09
26873948	12.86
26874080	9.2
26874081	25.16
26874192	1.72
26874225	1.0
26874226	8.89
26874227	1.0
26874386	1.93
26874906	4.63
26874909	18.8
26874931	4.7
26874979	2.58
26875545	11.31
26875546	16.4
26876004	13.77
26876051	6.32
26876052	6.32
26876053	6.32
26876218	9.91
26876219	9.91
26876239	18.62
26876645	6.44
26876803	8.65
26876881	5.89
26876938	8.46
26876991	6.67
26877196	0.7
26877367	4.27
26877526	8.21
26877584	0.9
26877881	17.69
26877882	17.69
26877978	4.29
26877979	4.29
26878116	4.61
26878143	2.48
26878462	0.0
26878739	11.21
26878965	4.14
26879003	10.83
26879368	15.25
26879554	15.82
26880303	6.47
26880512	7.91
26880577	0.0
26880579	18.9
26880919	10.64
26881130	6.06
26881232	11.11
26881277	3.34
26881299	16.49
26881387	12.24
26881409	10.24
26881410	10.24
26881418	1.96
26882016	0.95
26882113	7.39
26882259	34.78
26882805	3.7
26882949	11.36
26883106	10.35
26883239	1.56
26883290	9.9
26883518	0.28
26883732	5.26
26883892	5.34
26884406	8.57
26884554	21.7
26884573	7.06
26884682	19.19
26884692	5.59
26884967	5.8
26884989	4.76
26885496	4.41
26885517	2.23
26885620	3.69
26885898	5.55
26885926	7.69
26886277	0.0
26886278	0.0
26886279	15.85
26886281	0.0
26886310	5.51
26886459	13.88
26886628	13.14
26886885	3.89
26887045	13.57
26887092	9.84
26887105	8.24
26887106	8.24
26887173	7.54
26887372	6.18
26887377	10.78
26887705	0.41
26887739	0.83
26887842	15.32
26887861	16.78
26887887	9.45
26888194	7.5
26889254	9.46
26889292	10.17
26889294	10.17
26889367	0.24
26889621	13.94
26889733	9.31
26889742	10.62
26889930	8.5
26890395	4.43
26890406	10.38
26890721	6.62
26890929	1.65
26891857	0.02
26892494	3.91
26892818	5.01
26893229	2.66
26893230	20.45
26893365	20.01
26893366	20.01
26893658	14.29
26893910	4.36
26893929	8.38
26893945	13.59
26894053	12.92
26894312	9.95
26894332	7.15
26894619	24.09
26894798	2.1
26895009	25.37
26895042	20.28
26895292	0.38
26895453	10.5
26895679	7.29
26895907	0.0
26896065	10.3
26896067	19.78
26896073	19.78
26896197	12.33
26896722	17.77
26897107	14.07
26897881	0.0
26898153	9.22
26898171	9.37
26898600	20.32
26898620	26.3
26898623	0.0
26898830	9.97
26898884	3.61
26899072	10.68
26899216	23.73
26899487	7.37
26899550	13.17
26899624	8.98
26899852	12.67
26900070	7.27
26900221	18.88
26900222	9.03
26900256	5.76
26900549	13.94
26900942	2.78
26900956	9.09
26900957	9.09
26901146	19.99
26901204	37.1
26901728	6.19
26901894	4.86
26901955	4.62
26902027	4.5
26902042	6.21
26902068	26.7
26902075	7.66
26902193	5.42
26902314	17.65
26902340	1.14
26902607	14.26
26902698	12.99
26902929	10.45
26902942	14.2
26902955	1.85
26903022	33.09
26903145	11.14
26903151	1.73
26903205	5.49
26903304	4.44
26903344	8.1
26903364	14.39
26903435	14.08
26903436	9.14
26903655	9.06
26903726	5.7
26903727	5.7
26903728	5.7
26903784	18.71
26903842	3.39
26903843	9.81
26903916	9.65
26904072	21.35
26904175	7.97
26904176	20.53
26904178	20.53
26904382	5.36
26904562	20.07
26904666	10.53
26904735	6.95
26904880	0.74
26905220	0.0
26905247	49.41
26905455	5.36
26905504	5.99
26905506	5.99
26905567	4.63
26906184	20.96
26906212	13.53
26906379	9.35
26906889	11.08
26906897	1.45
26907043	1.84
26907418	17.06
26907761	16.05
26907762	16.05
26907927	9.23
26907966	17.33
26908016	0.0
26908594	11.05
26908595	11.05
26908854	38.03
26908855	3.06
26908966	0.87
26908979	9.93
26909172	9.34
26909413	9.56
26909456	10.22
26909702	4.49
26909722	9.66
26909856	9.83
26909947	13.27
26910060	0.05
26910084	18.19
26910243	15.14
26910333	6.83
26910334	14.25
26910541	14.46
26910603	30.19
26910628	6.09
26910662	8.61
26910731	25.58
26911030	2.5
26911141	8.95
26911230	6.12
26911441	12.27
26911673	6.15
26911966	0.0
26912217	3.61
26912232	10.6
26912538	13.75
26912793	10.14
26912922	0.29
26912967	9.56
26913082	1.27
26913458	10.7
26913561	7.04
26913599	18.42
26913788	18.48
26913881	5.14
26914028	8.42
26914039	0.0
26914128	2.98
26914130	10.99
26914171	5.87
26914562	5.96
26914696	0.0
26914802	6.7
26914937	12.51
26915073	0.0
26915523	5.07
26915595	11.69
26915596	9.48
26915648	14.03
26915884	0.0
26916023	5.3
26916073	7.07
26916222	16.83
26916964	7.63
26917075	5.48
26917175	10.01
26917176	10.01
26917852	15.34
26917884	0.0
26917960	11.64
26918068	3.94
26918489	11.15
26918639	15.23
26918640	15.23
26918696	12.05
26918715	6.48
26918905	7.48
26920009	0.0
26920119	23.48
26920122	23.48
26920123	7.78
26920269	16.48
26920693	6.14
26920694	6.14
26920695	6.14
26920758	2.26
26920881	6.44
26920884	6.44
26920892	4.28
26921485	9.86
26921647	7.37
26922035	5.9
26922036	5.9
26922431	16.32
26922434	9.77
26922734	16.08
26922774	5.63
26922780	15.49
26923421	5.16
26924314	9.81
26924706	3.39
26924733	2.6
26924761	8.05
26924766	0.0
26925297	13.73
26925576	4.33
26925578	4.33
26926263	13.6
26926356	9.73
26926357	9.73
26926519	10.83
26926826	10.08
26926857	0.0
26926895	8.64
26927073	14.92
26927267	2.85
26927290	11.09
26927567	5.71
26927694	8.04
26927758	3.37
26927759	3.37
26928009	3.13
26928674	34.06
26928812	14.41
26929121	7.25
26929386	14.76
26929430	8.24
26929483	1.17
